section_id,label,sort_order,height_m1,distance_m
A7-01,Section 1,1,0.53,83
A7-01,Section 1,1,0.40,84
A7-01,Section 1,1,0.33,85
A7-01,Section 1,1,0.25,86
A7-01,Section 1,1,0.16,87
A7-01,Section 1,1,0.07,88
A7-01,Section 1,1,-0.01,89
A7-01,Section 1,1,-0.15,90
A7-01,Section 1,1,-0.26,91
A7-01,Section 1,1,-0.34,92
A7-01,Section 1,1,-0.44,93
A7-01,Section 1,1,-0.50,94
A7-01,Section 1,1,-0.56,95
A7-01,Section 1,1,-0.60,96
A7-01,Section 1,1,-0.59,97
A7-01,Section 1,1,-0.60,98
A7-01,Section 1,1,-0.58,99
A7-01,Section 1,1,-0.59,100
A7-01,Section 1,1,-0.59,101
A7-01,Section 1,1,-0.59,102
A7-01,Section 1,1,-0.57,103
A7-01,Section 1,1,-0.57,104
A7-01,Section 1,1,-0.54,105
A7-01,Section 1,1,-0.54,106
A7-01,Section 1,1,-0.54,107
A7-01,Section 1,1,-0.52,108
A7-01,Section 1,1,-0.53,109
A7-01,Section 1,1,-0.50,110
A7-01,Section 1,1,-0.51,111
A7-01,Section 1,1,-0.52,112
A7-01,Section 1,1,-0.52,113
A7-01,Section 1,1,-0.49,114
A7-01,Section 1,1,-0.49,115
A7-01,Section 1,1,-0.47,116
A7-01,Section 1,1,-0.47,117
A7-01,Section 1,1,-0.49,118
A7-01,Section 1,1,-0.47,119
A7-01,Section 1,1,-0.48,120
A7-01,Section 1,1,-0.47,121
A7-01,Section 1,1,-0.46,122
A7-01,Section 1,1,-0.45,123
A7-01,Section 1,1,-0.44,124
A7-01,Section 1,1,-0.43,125
A7-01,Section 1,1,-0.42,126
A7-01,Section 1,1,-0.40,127
A7-01,Section 1,1,-0.39,128
A7-01,Section 1,1,-0.39,129
A7-01,Section 1,1,-0.39,130
A7-01,Section 1,1,-0.37,131
A7-01,Section 1,1,-0.37,132
A7-01,Section 1,1,-0.35,133
A7-01,Section 1,1,-0.33,134
A7-01,Section 1,1,-0.31,135
A7-01,Section 1,1,-0.31,136
A7-01,Section 1,1,-0.30,137
A7-01,Section 1,1,-0.28,138
A7-01,Section 1,1,-0.28,139
A7-01,Section 1,1,-0.27,140
A7-01,Section 1,1,-0.25,141
A7-01,Section 1,1,-0.25,142
A7-01,Section 1,1,-0.24,143
A7-01,Section 1,1,-0.23,144
A7-01,Section 1,1,-0.23,145
A7-01,Section 1,1,-0.22,146
A7-01,Section 1,1,-0.21,147
A7-01,Section 1,1,-0.21,148
A7-01,Section 1,1,-0.20,149
A7-01,Section 1,1,-0.19,150
A7-01,Section 1,1,-0.20,151
A7-01,Section 1,1,-0.19,152
A7-01,Section 1,1,-0.19,153
A7-01,Section 1,1,-0.19,154
A7-01,Section 1,1,-0.19,155
A7-01,Section 1,1,-0.18,156
A7-01,Section 1,1,-0.18,157
A7-01,Section 1,1,-0.19,158
A7-01,Section 1,1,-0.18,159
A7-01,Section 1,1,-0.18,160
A7-01,Section 1,1,-0.17,161
A7-01,Section 1,1,-0.18,162
A7-01,Section 1,1,-0.19,163
A7-01,Section 1,1,-0.18,164
A7-01,Section 1,1,-0.18,165
A7-01,Section 1,1,-0.19,166
A7-01,Section 1,1,-0.18,167
A7-01,Section 1,1,-0.19,168
A7-01,Section 1,1,-0.19,169
A7-01,Section 1,1,-0.19,170
A7-01,Section 1,1,-0.18,171
A7-01,Section 1,1,-0.19,172
A7-01,Section 1,1,-0.20,173
A7-01,Section 1,1,-0.19,174
A7-01,Section 1,1,-0.18,175
A7-01,Section 1,1,-0.18,176
A7-01,Section 1,1,-0.16,177
A7-01,Section 1,1,-0.15,178
A7-01,Section 1,1,-0.15,179
A7-01,Section 1,1,-0.13,180
A7-01,Section 1,1,-0.14,181
A7-01,Section 1,1,-0.13,182
A7-01,Section 1,1,-0.11,183
A7-01,Section 1,1,-0.11,184
A7-01,Section 1,1,-0.10,185
A7-01,Section 1,1,-0.09,186
A7-01,Section 1,1,-0.09,187
A7-01,Section 1,1,-0.07,188
A7-01,Section 1,1,-0.06,189
A7-01,Section 1,1,-0.06,190
A7-01,Section 1,1,-0.05,191
A7-01,Section 1,1,-0.04,192
A7-01,Section 1,1,-0.03,193
A7-01,Section 1,1,-0.02,194
A7-01,Section 1,1,-0.02,195
A7-01,Section 1,1,-0.01,196
A7-01,Section 1,1,0.00,197
A7-01,Section 1,1,0.01,198
A7-01,Section 1,1,0.01,199
A7-01,Section 1,1,0.01,200
A7-01,Section 1,1,0.02,201
A7-01,Section 1,1,0.03,202
A7-01,Section 1,1,0.04,203
A7-01,Section 1,1,0.05,204
A7-01,Section 1,1,0.05,205
A7-01,Section 1,1,0.05,206
A7-01,Section 1,1,0.07,207
A7-01,Section 1,1,0.07,208
A7-01,Section 1,1,0.07,209
A7-01,Section 1,1,0.09,210
A7-01,Section 1,1,0.09,211
A7-01,Section 1,1,0.09,212
A7-01,Section 1,1,0.10,213
A7-01,Section 1,1,0.10,214
A7-01,Section 1,1,0.11,215
A7-01,Section 1,1,0.12,216
A7-01,Section 1,1,0.11,217
A7-01,Section 1,1,0.12,218
A7-01,Section 1,1,0.13,219
A7-01,Section 1,1,0.11,220
A7-01,Section 1,1,0.12,221
A7-01,Section 1,1,0.11,222
A7-01,Section 1,1,0.11,223
A7-01,Section 1,1,0.11,224
A7-01,Section 1,1,0.11,225
A7-01,Section 1,1,0.11,226
A7-01,Section 1,1,0.13,227
A7-01,Section 1,1,0.14,228
A7-01,Section 1,1,0.13,229
A7-01,Section 1,1,0.14,230
A7-01,Section 1,1,0.15,231
A7-01,Section 1,1,0.14,232
A7-01,Section 1,1,0.15,233
A7-01,Section 1,1,0.15,234
A7-01,Section 1,1,0.15,235
A7-01,Section 1,1,0.16,236
A7-01,Section 1,1,0.16,237
A7-01,Section 1,1,0.16,238
A7-01,Section 1,1,0.16,239
A7-01,Section 1,1,0.17,240
A7-01,Section 1,1,0.17,241
A7-01,Section 1,1,0.16,242
A7-01,Section 1,1,0.15,243
A7-01,Section 1,1,0.15,244
A7-01,Section 1,1,0.17,245
A7-01,Section 1,1,0.17,246
A7-01,Section 1,1,0.17,247
A7-01,Section 1,1,0.18,248
A7-01,Section 1,1,0.18,249
A7-01,Section 1,1,0.21,250
A7-01,Section 1,1,0.23,251
A7-01,Section 1,1,0.22,252
A7-01,Section 1,1,0.22,253
A7-01,Section 1,1,0.15,254
A7-01,Section 1,1,0.09,255
A7-01,Section 1,1,0.02,256
A7-01,Section 1,1,-0.01,257
A7-01,Section 1,1,-0.02,258
A7-01,Section 1,1,0.01,259
A7-01,Section 1,1,0.01,260
A7-01,Section 1,1,-0.10,261
A7-01,Section 1,1,-0.19,262
A7-01,Section 1,1,-0.21,263
A7-01,Section 1,1,-0.22,264
A7-01,Section 1,1,-0.28,265
A7-01,Section 1,1,-0.37,266
A7-01,Section 1,1,-0.47,267
A7-01,Section 1,1,-0.46,268
A7-01,Section 1,1,-0.40,269
A7-01,Section 1,1,-0.39,270
A7-01,Section 1,1,-0.46,271
A7-01,Section 1,1,-0.56,272
A7-01,Section 1,1,-0.65,273
A7-01,Section 1,1,-0.71,274
A7-01,Section 1,1,-0.76,275
A7-01,Section 1,1,-0.78,276
A7-01,Section 1,1,-0.79,277
A7-01,Section 1,1,-0.82,278
A7-01,Section 1,1,-0.90,279
A7-01,Section 1,1,-1.01,280
A7-01,Section 1,1,-1.17,281
A7-01,Section 1,1,-1.31,282
A7-01,Section 1,1,-1.43,283
A7-01,Section 1,1,-1.52,284
A7-01,Section 1,1,-1.52,285
A7-01,Section 1,1,-1.45,286
A7-01,Section 1,1,-1.24,287
A7-01,Section 1,1,-1.15,288
A7-01,Section 1,1,-1.20,289
A7-01,Section 1,1,-1.24,290
A7-01,Section 1,1,-1.27,291
A7-01,Section 1,1,-1.35,292
A7-01,Section 1,1,-1.41,293
A7-01,Section 1,1,-1.42,294
A7-01,Section 1,1,-1.46,295
A7-01,Section 1,1,-1.51,296
A7-01,Section 1,1,-1.54,297
A7-01,Section 1,1,-1.58,298
A7-01,Section 1,1,-1.60,299
A7-01,Section 1,1,-1.49,300
A7-01,Section 1,1,-1.51,301
A7-01,Section 1,1,-1.46,302
A7-01,Section 1,1,-1.45,303
A7-01,Section 1,1,-1.44,304
A7-01,Section 1,1,-1.49,305
A7-01,Section 1,1,-1.55,306
A7-01,Section 1,1,-1.43,307
A7-01,Section 1,1,-1.51,308
A7-01,Section 1,1,-1.48,309
A7-01,Section 1,1,-1.50,310
A7-01,Section 1,1,-1.59,311
A7-01,Section 1,1,-1.62,312
A7-01,Section 1,1,-2.31,313
A7-01,Section 1,1,-2.01,314
A7-01,Section 1,1,-5.84,315
A7-01,Section 1,1,-5.29,316
A7-01,Section 1,1,-9.39,317
A7-01,Section 1,1,-39.25,318
A7-01,Section 1,1,-11.95,319
A7-01,Section 1,1,-8.70,320
A7-01,Section 1,1,-36.04,321
A7-01,Section 1,1,-14.98,322
A7-01,Section 1,1,-34.28,323
A7-01,Section 1,1,-34.02,324
A7-01,Section 1,1,-30.16,325
A7-01,Section 1,1,-24.20,326
A7-01,Section 1,1,-18.87,327
A7-01,Section 1,1,-14.45,328
A7-01,Section 1,1,-16.09,329
A7-01,Section 1,1,-12.75,330
A7-01,Section 1,1,-7.55,331
A7-01,Section 1,1,-38.86,332
A7-01,Section 1,1,-29.62,333
A7-01,Section 1,1,-52.05,334
A7-01,Section 1,1,-40.53,335
A7-01,Section 1,1,-55.76,336
A7-01,Section 1,1,-43.33,337
A7-01,Section 1,1,-51.44,338
A7-01,Section 1,1,-52.50,339
A7-01,Section 1,1,-47.99,340
A7-01,Section 1,1,-59.35,341
A7-01,Section 1,1,-58.93,342
A7-01,Section 1,1,-58.99,343
A7-01,Section 1,1,-48.63,344
A7-01,Section 1,1,-59.95,345
A7-01,Section 1,1,-60.03,346
A7-01,Section 1,1,-60.42,347
A7-01,Section 1,1,-66.53,348
A7-01,Section 1,1,-64.08,349
A7-01,Section 1,1,-70.67,350
A7-01,Section 1,1,-62.90,351
A7-01,Section 1,1,-65.27,352
A7-01,Section 1,1,-67.58,353
A7-01,Section 1,1,-71.35,354
A7-01,Section 1,1,-71.18,355
A7-01,Section 1,1,-60.42,356
A7-01,Section 1,1,-69.64,357
A7-01,Section 1,1,-61.41,358
A7-01,Section 1,1,-71.13,359
A7-01,Section 1,1,-69.12,360
A7-01,Section 1,1,-64.37,361
A7-01,Section 1,1,-65.98,362
A7-01,Section 1,1,-59.12,363
A7-01,Section 1,1,-56.62,364
A7-01,Section 1,1,-53.69,365
A7-01,Section 1,1,-60.95,366
A7-01,Section 1,1,-58.30,367
A7-01,Section 1,1,-58.24,368
A7-01,Section 1,1,-64.07,369
A7-01,Section 1,1,-63.37,370
A7-01,Section 1,1,-69.62,371
A7-01,Section 1,1,-65.42,372
A7-01,Section 1,1,-64.40,373
A7-01,Section 1,1,-65.44,374
A7-01,Section 1,1,-67.24,375
A7-01,Section 1,1,-65.90,376
A7-01,Section 1,1,-65.25,377
A7-01,Section 1,1,-71.54,378
A7-01,Section 1,1,-69.45,379
A7-01,Section 1,1,-68.53,380
A7-01,Section 1,1,-60.67,381
A7-01,Section 1,1,-63.63,382
A7-01,Section 1,1,-57.46,383
A7-01,Section 1,1,-59.27,384
A7-01,Section 1,1,-62.54,385
A7-01,Section 1,1,-67.24,386
A7-01,Section 1,1,-60.94,387
A7-01,Section 1,1,-61.83,388
A7-01,Section 1,1,-60.32,389
A7-01,Section 1,1,-60.69,390
A7-01,Section 1,1,-66.12,391
A7-01,Section 1,1,-62.21,392
A7-01,Section 1,1,-57.46,393
A7-01,Section 1,1,-60.26,394
A7-01,Section 1,1,-60.03,395
A7-01,Section 1,1,-53.52,396
A7-01,Section 1,1,-51.06,397
A7-01,Section 1,1,-53.19,398
A7-01,Section 1,1,-45.10,399
A7-01,Section 1,1,-44.59,400
A7-01,Section 1,1,-44.64,401
A7-01,Section 1,1,-50.07,402
A7-01,Section 1,1,-44.29,403
A7-01,Section 1,1,-42.16,404
A7-01,Section 1,1,-40.43,405
A7-01,Section 1,1,-42.57,406
A7-01,Section 1,1,-33.99,407
A7-01,Section 1,1,-33.37,408
A7-01,Section 1,1,-25.55,409
A7-01,Section 1,1,-22.29,410
A7-01,Section 1,1,-23.01,411
A7-01,Section 1,1,-27.08,412
A7-01,Section 1,1,-28.96,413
A7-01,Section 1,1,-31.85,414
A7-01,Section 1,1,-21.94,415
A7-01,Section 1,1,-16.09,416
A7-01,Section 1,1,-5.78,417
A7-01,Section 1,1,-2.86,418
A7-01,Section 1,1,-1.51,419
A7-01,Section 1,1,-1.47,420
A7-01,Section 1,1,-1.59,421
A7-01,Section 1,1,-1.49,422
A7-01,Section 1,1,-1.50,423
A7-01,Section 1,1,-1.80,424
A7-01,Section 1,1,-1.93,425
A7-01,Section 1,1,-2.21,426
A7-01,Section 1,1,-2.20,427
A7-01,Section 1,1,-2.87,428
A7-01,Section 1,1,-2.29,429
A7-01,Section 1,1,-1.54,430
A7-01,Section 1,1,-1.46,431
A7-01,Section 1,1,-1.61,432
A7-01,Section 1,1,-2.01,433
A7-01,Section 1,1,-1.73,434
A7-01,Section 1,1,-1.60,435
A7-01,Section 1,1,-1.66,436
A7-01,Section 1,1,-1.64,437
A7-01,Section 1,1,-1.58,438
A7-01,Section 1,1,-1.56,439
A7-01,Section 1,1,-1.46,440
A7-01,Section 1,1,-1.32,441
A7-01,Section 1,1,-1.21,442
A7-01,Section 1,1,-1.04,443
A7-01,Section 1,1,-0.92,444
A7-01,Section 1,1,-0.81,445
A7-01,Section 1,1,-0.68,446
A7-01,Section 1,1,-0.61,447
A7-01,Section 1,1,-0.46,448
A7-01,Section 1,1,-0.36,449
A7-01,Section 1,1,-0.31,450
A7-01,Section 1,1,-0.23,451
A7-01,Section 1,1,-0.09,452
A7-01,Section 1,1,0.08,453
A7-01,Section 1,1,0.16,454
A7-01,Section 1,1,0.27,455
A7-01,Section 1,1,0.38,456
A7-01,Section 1,1,0.48,457
A7-01,Section 1,1,0.58,458
A7-01,Section 1,1,0.69,459
A7-01,Section 1,1,0.82,460
A7-01,Section 1,1,0.93,461
A7-01,Section 1,1,1.05,462
A7-01,Section 1,1,1.13,463
A7-01,Section 1,1,1.27,464
A7-01,Section 1,1,1.41,465
A7-01,Section 1,1,1.51,466
A7-01,Section 1,1,1.61,467
A7-01,Section 1,1,1.75,468
A7-01,Section 1,1,1.86,469
A7-01,Section 1,1,1.97,470
A7-01,Section 1,1,2.05,471
A7-01,Section 1,1,2.16,472
A7-01,Section 1,1,2.30,473
A7-01,Section 1,1,2.40,474
A7-01,Section 1,1,2.49,475
A7-01,Section 1,1,2.60,476
A7-01,Section 1,1,2.68,477
A7-01,Section 1,1,2.80,478
A7-01,Section 1,1,2.95,479
A7-01,Section 1,1,3.10,480
A7-01,Section 1,1,3.21,481
A7-01,Section 1,1,3.35,482
A7-01,Section 1,1,3.51,483
A7-01,Section 1,1,3.73,484
A7-01,Section 1,1,3.92,485
A7-01,Section 1,1,4.05,486
A7-01,Section 1,1,4.25,487
A7-01,Section 1,1,4.53,488
A7-01,Section 1,1,4.87,489
A7-01,Section 1,1,6.19,490
A7-01,Section 1,1,6.97,491
A7-01,Section 1,1,7.55,492
A7-01,Section 1,1,8.08,493
A7-01,Section 1,1,8.58,494
A7-01,Section 1,1,8.86,495
A7-01,Section 1,1,8.71,496
A7-01,Section 1,1,8.70,497
A7-01,Section 1,1,9.05,498
A7-01,Section 1,1,9.13,499
A7-01,Section 1,1,9.60,500
A7-01,Section 1,1,9.82,501
A7-01,Section 1,1,9.81,502
A7-01,Section 1,1,9.82,503
A7-01,Section 1,1,9.81,504
A7-01,Section 1,1,9.82,505
A7-01,Section 1,1,9.82,506
A7-01,Section 1,1,9.86,507
A7-01,Section 1,1,9.83,508
A7-01,Section 1,1,9.85,509
A7-01,Section 1,1,9.86,510
A7-01,Section 1,1,9.88,511
A7-01,Section 1,1,9.92,512
A7-01,Section 1,1,9.97,513
A7-01,Section 1,1,10.01,514
A7-01,Section 1,1,10.05,515
A7-01,Section 1,1,10.03,516
A7-01,Section 1,1,9.99,517
A7-01,Section 1,1,9.96,518
A7-01,Section 1,1,9.98,519
A7-01,Section 1,1,10.08,520
A7-01,Section 1,1,10.88,521
A7-01,Section 1,1,11.46,522
A7-01,Section 1,1,11.64,523
A7-01,Section 1,1,11.95,524
A7-01,Section 1,1,12.37,525
A7-01,Section 1,1,12.48,526
A7-01,Section 1,1,12.58,527
A7-01,Section 1,1,12.57,528
A7-01,Section 1,1,12.57,529
A7-01,Section 1,1,12.38,530
A7-01,Section 1,1,12.17,531
A7-01,Section 1,1,12.35,532
A7-01,Section 1,1,12.71,533
A7-01,Section 1,1,13.00,534
A7-01,Section 1,1,13.11,535
A7-01,Section 1,1,13.36,536
A7-01,Section 1,1,13.35,537
A7-01,Section 1,1,13.28,538
A7-01,Section 1,1,13.22,539
A7-01,Section 1,1,13.08,540
A7-01,Section 1,1,13.15,541
A7-01,Section 1,1,13.49,542
A7-01,Section 1,1,13.36,543
A7-01,Section 1,1,12.97,544
A7-01,Section 1,1,12.90,545
A7-01,Section 1,1,12.62,546
A7-01,Section 1,1,12.87,547
A7-01,Section 1,1,12.79,548
A7-01,Section 1,1,,549
A7-01,Section 1,1,,550
A7-01,Section 1,1,,551
A7-01,Section 1,1,,552
A7-01,Section 1,1,,553
A7-01,Section 1,1,,554
A7-01,Section 1,1,,555
A7-01,Section 1,1,,556
A7-01,Section 1,1,,557
A7-01,Section 1,1,,558
A7-01,Section 1,1,,559
A7-01,Section 1,1,,560
A7-01,Section 1,1,,561
A7-01,Section 1,1,,562
A7-01,Section 1,1,,563
A7-01,Section 1,1,,564
A7-01,Section 1,1,,565
A7-01,Section 1,1,,566
A7-01,Section 1,1,,567
A7-01,Section 1,1,,568
A7-01,Section 1,1,,569
A7-01,Section 1,1,,570
A7-01,Section 1,1,,571
A7-01,Section 1,1,,572
A7-01,Section 1,1,,573
A7-01,Section 1,1,,574
A7-01,Section 1,1,,575
A7-01,Section 1,1,,576
A7-01,Section 1,1,,577
A7-01,Section 1,1,,578
A7-01,Section 1,1,,579
A7-01,Section 1,1,,580
A7-01,Section 1,1,,581
A7-01,Section 1,1,,582
A7-01,Section 1,1,,583
A7-01,Section 1,1,,584
A7-01,Section 1,1,,585
A7-01,Section 1,1,,586
A7-01,Section 1,1,,587
A7-01,Section 1,1,,588
A7-01,Section 1,1,,589
A7-01,Section 1,1,,590
A7-01,Section 1,1,,591
A7-01,Section 1,1,,592
A7-01,Section 1,1,,593
A7-01,Section 1,1,,594
A7-01,Section 1,1,,595
A7-01,Section 1,1,,596
A7-01,Section 1,1,,597
A7-01,Section 1,1,,598
A7-01,Section 1,1,,599
